comment,sentiment,dominant_construct
mantab bang... gila hasilnya tidak bisa bedain dengan asli... keren bngt,positive,Social Influence
masalahnya di semua wajah di ai ad orang beneran engk yak fi rl,neutral,Social Influence
durasinya bisa lebih kah bang? kek 15 detik gitu,neutral,Social Influence
saya buat kok ngomongnya pake bhs inggris trs sih,negative,Effort Expectancy
"itu tidak bisa terus menerus,q udah coba dengan metode pembayaran apapun dan hasilnya tetap,anda sudah berpartisipasi,dan akan tetap di kenakan biaya",neutral,Performance Expectancy
"mantap,lanjut bang",positive,Social Influence
bang kalo utk penambahan suara bagaimana ya,neutral,Performance Expectancy
"ternyata terbatas bang,satu hari hanya 4 kali generate video",neutral,Performance Expectancy
bisa pake hp bg?,neutral,Effort Expectancy
tapi punya saya tidak ada suaranya bang,negative,Performance Expectancy
next coba tutorial buat veo3 nya lewat hp bang,neutral,Effort Expectancy
berarti masih veo 2...pakai vpn yang cocok,neutral,Effort Expectancy
bikin jilboob bisa bang wkwk,neutral,Effort Expectancy
makasih idenya bang :face-blue-smiling:,positive,Performance Expectancy
aku punya ide bang,neutral,Effort Expectancy
​ ngide gan,neutral,Effort Expectancy
liat di gambar monas nya,neutral,Social Influence
bisa bedain kok..suara ai semua hampir mirip...rada2 cempreng.,negative,Social Influence
,neutral,Effort Expectancy
saya cuma 2x udah limit. mana nunggu 14 hari lagi baru bisa pake lagi,neutral,Effort Expectancy
"bisa saya pake hp,chrome di mode desktop",neutral,Effort Expectancy
sama bang,neutral,Effort Expectancy
sama,neutral,Effort Expectancy
sama,neutral,Effort Expectancy
"sama bang,gua kira gw doang",neutral,Effort Expectancy
"sama,barusan nyoba 2 kali",neutral,Effort Expectancy
"saya sudah buat pro kemaren dan aktifin vpn,ada veo 3 nya.",neutral,Effort Expectancy
tap tadi gua aktifkan kembali vpn nya,neutral,Social Influence
udh tidak ad veo 3 nya,negative,Effort Expectancy
"​ sama,mungkin kena limit cuma 1 x doang kali ya",neutral,Effort Expectancy
"sama tidak ada suaranya,terus gmn?",negative,Effort Expectancy
sama,neutral,Effort Expectancy
sama gada suaranya payahh,negative,Effort Expectancy
gw lewat hp lancar,positive,Social Influence
gokil,positive,Social Influence
klo pke hp gmn caranya bang?,neutral,Effort Expectancy
"kenapa saya masih veo 2 padahal sudah langganan dan pakai vpn,knp y?",neutral,Social Influence
"taik kucing lah,veo 3 belum bisa serta voice nya,pembodohan public nih",negative,Effort Expectancy
monas nya masih tidak match tapi ya...hehe,negative,Effort Expectancy
keren banget abang kalo pake vpn nya di hp bisa tidak bang vo3 nya,positive,Social Influence
bang bisa tidak veo 3 ini memakai foto kita sendiri dan prompt nya bebas bang,neutral,Performance Expectancy
tempat saya pembayaran opsi lainny gc ada kecuali ksrtu kredit knp ya?,neutral,Social Influence
bisa konsiten dan kontinue tidak bang hasilnya misal video berlanjut,neutral,Performance Expectancy
mantap,positive,Social Influence
"2x lihat vidio anda jadi suka,maka saya sub teman:face-blue-smiling:",neutral,Performance Expectancy
durasi maximal berapa bang,neutral,Effort Expectancy
"bang mau nanya,kalau upgrade pro limitnya berapa kali generate?",neutral,Effort Expectancy
iya mas kadang jari nya mencong2 atau orang orang nya jadi monster jika ai aplikasi gratis nice info makasih,neutral,Performance Expectancy
kalau di hp apa bisa chrome pake vpn? caranya gimana?,neutral,Facilitating Conditions
tidak ada payment via gopay sih?,neutral,Effort Expectancy
wah saya juga bisa beli google ai pro gratis,neutral,Social Influence
mas kalau dari image ke video apa sudah bisa di gen 3,neutral,Facilitating Conditions
subrek,neutral,Effort Expectancy
"sehari bisa bikin berapa video bang? saya pake yang gratis 15 bulan. 1 hari ini saya bikin 10 video,malah ada notif gini anda telah mencapai batas pembuatan video sampai 31 mei,14.34 emang 1 bulan cuma 10 videa ya?",neutral,Performance Expectancy
admin mulai bertanya,neutral,Effort Expectancy
​ -fs3tb don't stop learning,neutral,Performance Expectancy
sama,neutral,Effort Expectancy
vpn nya ganti yang lain coba,neutral,Social Influence
​ ganti vpn apa,neutral,Social Influence
"sama gua juga tidak muncul,keknya abangnya emg beneran bayar dah tidak berlaku buat uji coba",neutral,Social Influence
"coba beralih ke laptop,saya juga tidak bisa pake veo 3 di hp tapi setelah pake laptop baru bisa",neutral,Effort Expectancy
iya sama,neutral,Effort Expectancy
sama juga,neutral,Effort Expectancy
bisa gua nyoba,neutral,Effort Expectancy
pake vpn apa bro? ​,neutral,Performance Expectancy
tidak bisa,negative,Effort Expectancy
bikin jilboob bisa bang wkwk,neutral,Effort Expectancy
8 detik,neutral,Facilitating Conditions
veo 3,neutral,Effort Expectancy
kayaknya nunggu 5 hari baru bisa bikin lg,neutral,Performance Expectancy
"beruntung banget lo bang bisa 10 video,gw cuma 4",positive,Performance Expectancy
kok bisa gratisan 15 bulan bang,neutral,Social Influence
gimana bisa gratis 15 bulan bang?,neutral,Performance Expectancy
katanya gratis tapi harus premium dlu,neutral,Social Influence
bang kok video gw slalu bahasa inggris bang?,negative,Social Influence
beuh .. keren abis,positive,Social Influence
bang buatin tutor biar video bisa ama orang lain yang make ai,neutral,Social Influence
gimana bisa 1 menit? kan hanya 8 detik saja bisanya,neutral,Performance Expectancy
"min,mimiknya agak kaku ,jangan² yang bicara ini mimin palsu ya??? ,lanjuuut sukses selalu.",positive,Social Influence
sayang banget bang mending yang gratis 15 bulan. google one ai pro gratis untuk mahasiswa.,neutral,Performance Expectancy
"bg punya ku kok bahasa inggris ya,ga bisa bahasa indo",negative,Effort Expectancy
singapore hadir nyimak. keren ai veo 3 nya. terima kasih berbagi. 1 like!!!!,positive,Social Influence
ada batasannya tidak sehari bisa buat berapa video?,neutral,Effort Expectancy
luar biasa,positive,Social Influence
kenapa yang saya buat tidak ada suaranya,negative,Performance Expectancy
luar biasa,positive,Social Influence
minus nya tidak bsa bkin video bnyak banyak ada limit nya,negative,Performance Expectancy
kok di saya tidak ada tulisan vidio itu ya?? cuma deep research sama canvas.,neutral,Effort Expectancy
kok gw tidak ada audio,negative,Social Influence
itu bisa langsung sama voice over nya gimana bang,neutral,Effort Expectancy
kok punya ku gada suaranya ya,negative,Effort Expectancy
ko cuma gratis 1 bulan? aq 20 akun semua dpt 15 bulan gratis,neutral,Performance Expectancy
ngeri brow,negative,Effort Expectancy
bikin beberapa video yang nyambung trus digabung pake aplikasi lain kaya capcut,neutral,Facilitating Conditions
"kalo dari sebelah katanya 8,bisa nya lagi 3 hari kedepan,,tapi coba aja dulu mungkin ada bonus batasan",neutral,Performance Expectancy
sama bg,neutral,Effort Expectancy
berarti pake veo 2 itu bang,neutral,Effort Expectancy
"jangan serakah lah bro,nanti indonesia di ban rugi semua malah. beruntung masuk 5 negara yang bisa dapet gratisan gini",positive,Performance Expectancy
"​ tidak serakah,emng tu akun mahasiswa",neutral,Performance Expectancy
bg kalau pakai muka kita bisa bg,neutral,Effort Expectancy
bang itukan text to video. kalau image to video bisa tidak ya bang?,neutral,Social Influence
punya ku tidak ada suaranya bang,negative,Performance Expectancy
"gue mau nanya mas,kalau saran selain elevenlabs ada tidak yang lain yang kalau bisa persis fiturnya kaya elevenlabs? gue kehabisan akun google jadi mesti nunggu 1 bulan buat reset kredit. channel u kan biasanya ngasih solusi yang beneran gratis..btw gue ngikutin chanel u dari bahasa imagefx dan masih gue pake,makanya gue selalu nonton video lo,mohon berkenan memberikan solusi. terima kasih",neutral,Social Influence
smooth banget cuy,positive,Social Influence
"yang di video pertama,dari logatnya juga bisa mirip kaya manusia gtu ya serem amat",negative,Effort Expectancy
"untuk akun pro,berapa kali generate perhari",neutral,Effort Expectancy
maksih ilmu nya bg,positive,Performance Expectancy
tidak ada suara bjirr,negative,Social Influence
"tidak bisa install vpn-nya. pakai opera vpn,bisa buka gemini tapi cuma versi 2,5",neutral,Effort Expectancy
maksimal durasinya berapa..?,neutral,Effort Expectancy
buatin yang bisa pake wajah sendiri bang,neutral,Effort Expectancy
"nanya donk,awal saya buat ada suaranya (tp ada text di videonya) trus saya coba buat lagi,videonya ada,tp suara tidak kluar,itu kenpa yaa?",negative,Effort Expectancy
"mantap,keren.",positive,Social Influence
"bang,untuk orang yang mau buat konten dengan karakter konsisten belom bisa ya pake veo 3? ada pilihan buat pake gambar yang udah kita siapkan biar tinggal di generate ke video apa gak?",neutral,Performance Expectancy
"dimasa depan banyak penipuan video,orang awam waspada",negative,Performance Expectancy
"mas,gw udh subscribe ai google yang versi pro. ada veo 3 nya tapi ko kena limit ya generate video veo 3 nya",neutral,Social Influence
pake hp bisa tidak,neutral,Effort Expectancy
ganas euy,positive,Social Influence
"tidak ada suaranya kak,udah upgrade udah ngikutin prompt",negative,Social Influence
sama,neutral,Effort Expectancy
sama,neutral,Effort Expectancy
sama,neutral,Effort Expectancy
up,neutral,Effort Expectancy
4 video per 3 hari bang,neutral,Facilitating Conditions
"sehari bisa bikin berapa video bang? saya pake yang gratis 15 bulan. 1 hari ini saya bikin 10 video,malah ada notif gini anda telah mencapai batas pembuatan video sampai 31 mei,14.34 emang 1 bulan cuma 10 videa ya?",neutral,Performance Expectancy
sama euy.. nggak.ada suara nya,negative,Effort Expectancy
berarti pake veo 2 itu bang,neutral,Effort Expectancy
​ pake veo 3 tapi kalo prompt dari bg masyawi ada sedikit aja di rubah sering nya tidak ada suara mllu,negative,Performance Expectancy
rekomended sekali buat bikin film nih,positive,Social Influence
"masyaallah,masyawi",neutral,Performance Expectancy
g ad gratisan di bulan pertama bang,neutral,Social Influence
salah satu kelemahan gemini hasil tidak sesuai dengan bentuk bangunan asli. saya pernah mengetik gedung dpr dan monas yang keluar malah bangunan yang asing dan beda jauh sma aslinya. klo di chatgpt hampir 90% mirip dalam bentuk bangunan,negative,Performance Expectancy
trs ini cara generate image to video gmn bang,neutral,Effort Expectancy
"kalau lewat smartphone tidak bisa ya min,ane sudah ubah vpn ke amerika ane sudah langganan pro,terus buka lewat chrome di android,tapi versi veo masih versi 2,apa emang harus lewat computer / pc ya,",neutral,Facilitating Conditions
kl sudah mengikuti stepnya tetapi tombol videonya tidak muncul bagaimana?,neutral,Effort Expectancy
keren,positive,Social Influence
ngeri banget cok,negative,Social Influence
kok saya hasil nya gada suara ya,negative,Effort Expectancy
bang udah pake vpn tapi fitur veo3-nya ngga mucul bang,negative,Social Influence
mantap bang!,positive,Social Influence
"bang mngkn bisa di coba menggunakan lokasi tempat/alamt yang realitis brngkli sesuai dgn google map,",neutral,Effort Expectancy
jdi jalannya gang kampung memang bner2 sma,negative,Performance Expectancy
"i can't generate that video. try describing another idea. you can also get tips for how to write prompts and review our video policy guidelines. learn more <-- selalu aja dapat pesan ini,bisa dibantu?",positive,Performance Expectancy
kalo di hp lama generetnya,neutral,Facilitating Conditions
temen-temen yang mau prompt yang kupakai silahkan kunjungi,neutral,Effort Expectancy
punyaku sudah limit,neutral,Effort Expectancy
gua udah buat tapi sama aja pake veo 3 engga ada suara nya,negative,Effort Expectancy
coba kling bang skrg kok tidak bisa free walau akun fresh jg busy trs,negative,Performance Expectancy
sehari bisa gratis ganerate berapa bang,neutral,Performance Expectancy
"betul,tapi perkembangan ai ini cepet banget,mungkin setahun atau 2 tahun lagi udah bisa bagus banget",positive,Social Influence
"​ iya jir pdhl blm ada 5 tahun loh ai pertama yang bisa buat gambar muncul(keknya 2022 si dall-e) bru 3 thun dh bisa buat video secanggih ini,dan gta 6 blm keluar",neutral,Performance Expectancy
kira kira ai 2050 kaya gimna ya,neutral,Performance Expectancy
"gausah 2050 bang,ni 2030 mungkin udah bisa buat short film",neutral,Performance Expectancy
perang duania..​,negative,Performance Expectancy
"perkembangannya gila-gilaan,makin sini makin cepet aja,kayaknya 2027 juga udah makin realistis.",negative,Performance Expectancy
"jadi ngeri liat video hoax pemilu,editan tulisan doang udah pada percaya,apalagi video",negative,Performance Expectancy
bg kalo misal udah lewat 1 bulan/ itu tagihan pembayaran ditagih ga?,neutral,Performance Expectancy
"kalau bisa 1 hari sebelum jatuh tempo kita batalkan langganan,terus daftar lagi tapi dengan status mahasiswa bisa dapat gratis 15 bulan,ada yang kasih tutorials biar dapat akses gratis gemini pro 15 bulan dengan status mahasiswa",neutral,Effort Expectancy
apa nanti kita suruh daftar ulang? trus bayar kalo mau lanjut?,neutral,Performance Expectancy
sama,neutral,Effort Expectancy
berarti tidak sesuai tos prompt lo bag,neutral,Performance Expectancy
di pc kadang lama kadang cepet,negative,Effort Expectancy
​ sekelas pc aja bosa lama apalagi fe pake hp wkwk,neutral,Effort Expectancy
​ tapi gw udah bisa thx bg,neutral,Performance Expectancy
punya saya tidak ada suaranya bang gimana?,negative,Social Influence
sama,neutral,Effort Expectancy
"sama bang,saya juga gada suaranya",negative,Effort Expectancy
"itu masi pake yang veo 2 kynya om,vpn nya blm nyala kyny",negative,Social Influence
"sya sudah pro,tapi masih veo 2 bg,gmna solusi?",neutral,Performance Expectancy
pastikan vpn nya server amerika,neutral,Social Influence
vpn boy​,neutral,Effort Expectancy
pake vpn bang,neutral,Social Influence
"bang tolong baca komenku bisa atau tidak dibuat dengan 2 orang atau lebih,misal dengan rafi ahmad bersama denganku dalam satu video kayak gitu,didalam video aku bersalaman dengan rafi ahmad. misalnya begitu,bang tolong tanggapi request aku ya",neutral,Performance Expectancy
untuk veo 3 versi gemini ini tidak bisa diri sendiri,neutral,Performance Expectancy
"bang kualitas videonya 720p,gimana supaya bisa 1080p ?",neutral,Facilitating Conditions
apakah ada batas pembuatan videonya? karena aku coba hanya sampai 3 kali pembuatan videony pakai veo 3,neutral,Effort Expectancy
"saya cuma sampe 8 detik doang,gak lebih",neutral,Performance Expectancy
"itu uji coba sebulan,yang vidio cuma bisa bikin 3 kali aja klo untuk fitur yang lain masih bisa. harusnya abangny jelasin juga tapi sama abangny g di jelasin",neutral,Effort Expectancy
