comment,sentiment,dominant_construct
udah berhasil sampe local host tapi aplikasi nya ngapa tidak bisa di klik yaa,negative,Effort Expectancy
mw nipu click bait yang bnr. udh jls² tidak bs dan hrs byr blgnya unlimited. netizen jg tolol,negative,Performance Expectancy
udah gabisa ya kak?,neutral,Performance Expectancy
masih bisa kak. justru pagi ini saya cek udah ngga error lagi generate api key nya. silahkan dicoba ya :),negative,Performance Expectancy
udh g bisa setiap nyoba bikin api langsung d ban sama google aneh,neutral,Social Influence
udah kaga bisa kk,neutral,Performance Expectancy
generate ulang tetap eror,negative,Performance Expectancy
aku masukan di build lalu generate tidak bisa,negative,Social Influence
coba lanjutin nanti kena baned,neutral,Social Influence
hehe..sekarang jadi ketat nih. asal jangan pake gmail asli aja. jadi mau kena suspend berkali2 tidak masalah. sempat generate 1 video lumayan. siapin & rencanain dulu prompt nya sebelum bikin akun baru.,neutral,Performance Expectancy
"aman bang,ini baru banget bikin tadi,makasih tutornya",positive,Performance Expectancy
masih bisa ka?,neutral,Effort Expectancy
gas bang bikin tutor versi mobile,neutral,Effort Expectancy
mantap bang. semoga berkah hidup anda,positive,Social Influence
"kalau muncul begini kenapa ya bang? error: api error: {error:{code:404,message:models/vo-3.0-generate-preview is not found for api version v1beta,or is not supported for predictlongrunning. call listmodels to see the list of available models and their supported methods.,status:not_found}}",negative,Effort Expectancy
"saya baru nyoba bang,baru mau generate error dan cek akun cloudboost ternyata kena suspend",negative,Performance Expectancy
sukses trs bang,positive,Social Influence
gemini api eror kenapa ya bg,negative,Social Influence
saya masih bisa bikin cloudskillboost nya per tanggal hari ini 17092025,neutral,Performance Expectancy
ohh pantess.. ke suspend punyaku.. solusinya kak ?,neutral,Effort Expectancy
mantabb nihh abang satu ini..,neutral,Social Influence
gambar e kok ilang,negative,Effort Expectancy
api key lagi error kah bang?? pas generate kena limit trus akun studentnya kena tutup google,negative,Performance Expectancy
-01 sama aku juga,neutral,Effort Expectancy
ini udah tidak bisa ya ?,neutral,Social Influence
susah banget kak . ngunain hp . aku lihat vidio kmu berkali kali sampe pusing sendiri aku,negative,Effort Expectancy
search model : veo 2 g nemu bang,neutral,Effort Expectancy
"itu untuk kelas krusus,jadi bisa atau tidak nya,tergantung,di buka ga,ga permanen,,,",neutral,Performance Expectancy
udh ngga bisa bang,negative,Social Influence
​ jadi trik yang lain pun juga udah tidak bisa ya bg,negative,Effort Expectancy
mentok di generate app nya ya bang?,neutral,Performance Expectancy
saya muncul suruh masukin api key wkwk,neutral,Performance Expectancy
"tidak kak syaa coba gagal terus ini pakai kartu kredit biling seperti nya,click bait",neutral,Performance Expectancy
pas build app kenapa di monta api yaa ?,neutral,Effort Expectancy
bang buat untuk model dall -e yang digunakan dari cahat gpt pula bg,neutral,Performance Expectancy
untuk saat ini masih bisa kah?,neutral,Social Influence
seketika puyeeeng.. tapi tetep ditonton,negative,Social Influence
mumet,positive,Performance Expectancy
npm install error,negative,Performance Expectancy
file yang didownload tidak sama mas,neutral,Performance Expectancy
apakah saya sudah terlambat om ?,neutral,Effort Expectancy
kok di saya tidak ada tulisann joint nya ya,negative,Effort Expectancy
"you exceeded your current quota,please check your plan and billing details. bangg:face-purple-crying:",neutral,Social Influence
sudah tidak bisa gan ane coba minta api berbayar,neutral,Social Influence
ini bukannya ilegal ya bang?,neutral,Social Influence
"sudah d unduh tapi tidak ada winrar yang untuk d extrac hehehe,update lagi dong suhu",neutral,Performance Expectancy
udah tidak berfungsi bang,negative,Performance Expectancy
yang user android cuma bengong doang bang lihat videonya,negative,Effort Expectancy
apa masih bisa,neutral,Effort Expectancy
"billing enabled api key is required,gimana nih bang pas gw pencet generate video muncul begituan",neutral,Performance Expectancy
sekarang masih work tidak yah?,neutral,Performance Expectancy
kumpul sini yang tak faham,neutral,Effort Expectancy
,neutral,Social Influence
"sudah saya coba,ternyata biling kursus,dan saya cek,ga permanen,tapi makasih,,buat sc nya,lengkap,bagus,tinggal cari key nya,jadi web ai",positive,Performance Expectancy
iya sama bro,neutral,Effort Expectancy
iya om udh tidak bisa skrg,negative,Performance Expectancy
pas bagian mananya kak?,neutral,Effort Expectancy
iya bang udh gabisa,neutral,Performance Expectancy
"iya gan,udah diblok sekarang",neutral,Social Influence
udh ngga bisa bang,negative,Social Influence
udh tidak bisa skrg bang. api key udh harus bayar,neutral,Performance Expectancy
udh ngga bisa bang,negative,Social Influence
​ waahh telat gw,neutral,Effort Expectancy
udh ngga bisa bang,negative,Social Influence
terlalu ribet yaa,negative,Performance Expectancy
"bang tolong buatin lagi dong tutornya,pelan pelan aja",neutral,Effort Expectancy
kelas king simple,neutral,Performance Expectancy
google ai studio udah tidak bisa generate ya free nya,negative,Performance Expectancy
puyeng .. buth berkali2 nyimaknya,negative,Social Influence
25 nov 2025 apa masih bisa?,neutral,Performance Expectancy
fungsi dari api key itu apa sih? saya mentok disini you have no paid project. please view the projects page to choose a project and upgrade. go to projects page,neutral,Performance Expectancy
apa bisa di sederhanakan bang terlalu banyak liku liku nya,neutral,Performance Expectancy
sudah nyoba pake 3 akun tidak bisa,neutral,Social Influence
ini udah gabisa ya?,neutral,Performance Expectancy
udah gabisa ges,neutral,Performance Expectancy
kenapa dengan prompt yang sama tapi hasil app veo3 nya beda. isi gemini servicenya kok beda,neutral,Performance Expectancy
"untuk membuat email di firefox relay,gagal terus bos.. ditungguin inbox tidak masuk2 padahal sudah terkirim notifikasi pendaftaran google skill boost,apa firefoxr elaynya yang bermasalah?",negative,Social Influence
bang kok pas generate vidio nya malah keluar cannot read properties of undefined(reading'hasselectapikey) itu salah nya dimna bang udah berakali kalai ini di ulang bagian api key nya apakah cara ini udah tidak bisa untuk sekarang ?mohon di jawab bang,negative,Performance Expectancy
pake android bisa tidak sih bg,neutral,Effort Expectancy
mantab,positive,Performance Expectancy
1x langsung paham,neutral,Effort Expectancy
hahahahaha auto puyeng,neutral,Effort Expectancy
kenapa di saya setelah di extract tidak keluar folder services ya mas?,neutral,Effort Expectancy
terimakasih ilmunya,positive,Performance Expectancy
"sama,soalnya tidak sama filenya yang sekarang download",neutral,Performance Expectancy
udah tidak bisa ya kak?,neutral,Social Influence
"btw bang,aku baru coba generate api nya,langsung kena blokir akun studentnya hadeh.. kayaknya makin ketat sih",negative,Performance Expectancy
bingungnya kalau di mac :,neutral,Effort Expectancy
bikin tutorial buat android user juga om.,neutral,Performance Expectancy
tengkyuuu puhhhh,neutral,Social Influence
bang bagi prompt untuk gemininya yang sesuai di video itu... nuhun,neutral,Performance Expectancy
bang bulan ini (november) masih bisa gak?,neutral,Performance Expectancy
"sepertinya sekarang sudah di fix ya bang,karena utuk daftar ke google cloud skill boost wajib daftar pakai gmail",neutral,Effort Expectancy
"gagal trus d bagain local host,nyasar mulu",negative,Performance Expectancy
udah gabisa ya,neutral,Performance Expectancy
"saya kek nya kudet nih,saat ikuti semua,malah diminta api nya,mhn pencereahan guru",negative,Performance Expectancy
pening kepala barbie,neutral,Effort Expectancy
udah tidak work nih,negative,Social Influence
udah nga bisa yah?,neutral,Social Influence
mantap ih,positive,Social Influence
auto saya subscribe bang...,neutral,Social Influence
tanya donk bang api nya sekarang kena limit terus ya?,neutral,Performance Expectancy
kalo di apple gmn bang?,neutral,Effort Expectancy
apakah sekarang masih bekerja gan,neutral,Social Influence
apakah masih bisa cara ini kak,neutral,Effort Expectancy
mahaaalll,neutral,Effort Expectancy
"bisa sih sampe tahap api key,tapi api keynya error tidak bisa kepake",negative,Effort Expectancy
"masih work gak,api key nya",negative,Performance Expectancy
"aku cobain tapi error mas,padahal butuh banget buat nambah2 subs",negative,Social Influence
haha iya bang,neutral,Effort Expectancy
iya kak,neutral,Effort Expectancy
udh tidak bisa kak,negative,Social Influence
iya kak,neutral,Effort Expectancy
iya bang,neutral,Effort Expectancy
ngga bisa bang,negative,Social Influence
"juga mengalami : your account has been suspended. if you believe this could be a mistake,please contact %{site_name} support or your administrator.",neutral,Effort Expectancy
sayangnya udah diblok kak api key nya,negative,Social Influence
sudah diblok kak api key nya,neutral,Facilitating Conditions
kalo pake hp gimana bg buat caranya yang pake hp bg,neutral,Performance Expectancy
"app udah aku extract bang,kok g ada folder services ya bang. mohon arahannya",neutral,Performance Expectancy
"quota exceed melulu bang,yang lain gimana? coba pake vpn,ganti region usa sama nih",neutral,Effort Expectancy
"pakai google di win 7,32 bit apakah semua proses tadi bisa bang?",neutral,Effort Expectancy
ribettttttttt,neutral,Effort Expectancy
sudah coba 5x asik kena suspended bang,neutral,Social Influence
ada solusi gak?,neutral,Performance Expectancy
udah kena limit ya aku soalnya kena suspend trus,neutral,Effort Expectancy
"udah keluar urlnya bg,tapi pas buka appnya keluar perintah select yout api key. minta solusi bg",negative,Performance Expectancy
"bang boleh minta no wa,mau ikut clasnya bayar gpp",neutral,Performance Expectancy
tahap pembuatan aplikasi di google ai studio jadinya tidak sama beda jauh,neutral,Performance Expectancy
wah ini mah gabisa pke hp ya,neutral,Social Influence
di notepad saya g bisa nemu model : veo-2.0 ? gmn kak solusinya,neutral,Performance Expectancy
"misi bang sedikit nanya beberapa yt short yang lewat ada yang make veo3 / sejenis nya lah,apakah bisa monet dengan make giniaan yang berbasis ai,sementara ada kebijakan baru di aturan yt nya ?",neutral,Performance Expectancy
makasih mas kalo mau jawab,neutral,Effort Expectancy
sudah tidak bisa min,negative,Social Influence
triknya sudah tidak bisa ya?,neutral,Effort Expectancy
trick ini menjadi untuk wan 2.5 tidak ??,neutral,Performance Expectancy
kak ini pas mau api key kok tidak bisa ya bilangnya no existing project,negative,Social Influence
"saya coba,email saya langsung disuspend sama google",neutral,Effort Expectancy
di blok terus gmailnya,neutral,Effort Expectancy
"our account has been suspended. if you believe this could be a mistake,please contact %{site_name} support or your administrator",neutral,Effort Expectancy
kalau hp ngga bisa bang. tapi cara ini skrg udah diblok di cloudskillboostnya,neutral,Performance Expectancy
cara ini sayangnya udah diblok bang api key cloudskillboostnya,negative,Social Influence
udah diblok bang,neutral,Social Influence
minimal win 10 bang,neutral,Social Influence
google cloudskillboost udh diblok bang,negative,Social Influence
untuk api key google cloud skillboost skrg udah ngga bisa kak,negative,Performance Expectancy
utk saat ini blm buka kelas bang,neutral,Social Influence
minta link veo3 nya pak yang gratis,neutral,Performance Expectancy
iya kak ngga bisa,neutral,Effort Expectancy
coba ikuti panduan manual yang ada di deskripsi kak,neutral,Effort Expectancy
ada resikonya mas kalau kontennya ngga ada kretifitas sentuhan manusia & nilai tambah.,negative,Performance Expectancy
iya kak,neutral,Effort Expectancy
iya kak,neutral,Effort Expectancy
ngga bisa kak,negative,Social Influence
tadi udah ketemu apinya kak tapi pas di generate kok ini error ya kak,negative,Social Influence
iya kak cloudskillboost utk saat ini lagi tidak bisa diakses api nya,negative,Performance Expectancy
iya kak cloudskillboost utk saat ini jg lagi tidak bisa diakses api nya,negative,Performance Expectancy
api key limit terus,neutral,Social Influence
"dah aku ikutin dari awal sampe ke tahap yang mau buka aplikasi di localhost:5173 itu kak,cuma punyaku localhost:3000,dah keluar app nya di browser,tapi tampilan app ku beda sama kakak,error ditahap ini sih ada tombol yang tidak berfungsi",negative,Performance Expectancy
"mantap gan,lumayan puyeng nyimak nya,kapan2 kalo otak lagi fresh aja nyobainnya haha",positive,Social Influence
"udah tidak bisa lagi ya. aplikasi nya tidak keluar,udah berbayar",negative,Performance Expectancy
bang api requests nya sudah limit,neutral,Performance Expectancy
masih work bang ??,negative,Performance Expectancy
"wah simple sekali,berulang2 nonton,akhirnya paham,",positive,Social Influence
"terima kasih banyak penjelasan super detailnya kak,semangattt",positive,Social Influence
apakah cara ini masih bisa?,neutral,Effort Expectancy
kalau sekarang masih bisa bang?,neutral,Social Influence
bang kalo api gue tidak kebaca gimana solusinya ya bang,negative,Effort Expectancy
bang aplikasi nya masih bisa di gunakan ngga sekrang?,neutral,Effort Expectancy
bang cara bikin script untuk adobe illustrator gambar jadi eps ada tidak bang?,neutral,Social Influence
terima kasih,positive,Performance Expectancy
"bang tolong jawab,apakah bisa nerapin tutor kaya di video lewat hp?",neutral,Effort Expectancy
"bermanfaat,kita subscribe dulu.",positive,Performance Expectancy
makasih bang.,neutral,Effort Expectancy
sudah tidak jadi.. api sudah kena limit.. akun kena banned..,negative,Performance Expectancy
"nyangkut di api key nya,gimana ya?",neutral,Performance Expectancy
di vertex udah bisa veo 3.1 belum bang?,neutral,Performance Expectancy
"aku baru coba,tapi waktu coba generate gabisa karna api key nya,padahal udh ngikutin step by step nya. kira kira salahnya dimana ya bang?",negative,Performance Expectancy
"moga masih bisa,pengen banget belajar",positive,Performance Expectancy
tx gan... semoga malem ini masih works... auto subs agan ganteng soleh,positive,Performance Expectancy
iya kak udah dilimit sekarang,neutral,Performance Expectancy
wah sayang banget... berarti udh gabisa unimited ya,positive,Performance Expectancy
